RedFighter,BlueFighter,RedFighter_KD,BlueFighter_KD,RedFighter_STR,BlueFighter_STR,RedFighter_TD,BlueFighter_TD,RedFighter_SUB,BlueFighter_SUB,Event,Date,Location,WL,Winner,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus,Red_reach_cm,Red_stance,Red_dob,Red_ss_landed_per_minute,Red_ss_accuracy,Red_ss_absorbed_per_min,Red_ss_defence,Red_avg_td_per_15,Red_td_accuracy,Red_td_defence,Red_avg_sub_attempt_per_15,Blue_reach_cm,Blue_stance,Blue_dob,Blue_ss_landed_per_minute,Blue_ss_accuracy,Blue_ss_absorbed_per_min,Blue_ss_defence,Blue_avg_td_per_15,Blue_td_accuracy,Blue_td_defence,Blue_avg_sub_attempt_per_15
Herbert Burns,Evan Dunham,0,0,5,3,1,0,1,0,UFC 250: Nunes vs. Spencer,"June 06, 2020","Las Vegas, Nevada, USA",WIN,Herbert Burns,SUBRear,SUBRear Naked Choke,1,1:20,Catch Weight,0.0,0.0,0.0,0.0,0.0,185.42,Orthodox,1988-02-02,1.86,36.0,5.17,41.0,2.94,34.0,66.0,1.86,177.8,Southpaw,1981-12-18,5.33,39.0,3.54,61.0,1.82,33.0,79.0,5.33
Gilbert Burns,Tyron Woodley,0,0,83,28,2,0,1,0,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",WIN,Gilbert Burns,U-DEC,U-DEC,5,5:00,Welterweight,0.0,0.0,1.0,0.0,0.0,180.34,Orthodox,1986-07-20,3.15,48.0,3.64,52.0,2.12,37.0,53.0,3.15,187.96,Orthodox,1982-04-07,2.36,48.0,2.76,54.0,1.06,40.0,87.0,2.36
Augusto Sakai,Blagoy Ivanov,0,0,78,66,0,1,0,0,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",WIN,Augusto Sakai,S-DEC,S-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0,195.58,Orthodox,1991-05-09,4.6,49.0,3.83,48.0,0.23,40.0,56.0,4.6,185.42,Southpaw,1986-10-09,3.25,40.0,4.2,53.0,0.69,40.0,61.0,3.25
Billy Quarantillo,Spike Carlyle,0,0,49,37,2,3,2,0,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",WIN,Billy Quarantillo,U-DEC,U-DEC,3,5:00,Catch Weight,0.0,0.0,0.0,0.0,0.0,177.8,Orthodox,1988-12-08,7.44,54.0,5.83,42.0,1.47,24.0,61.0,7.44,180.34,Switch,1993-05-06,2.55,54.0,3.85,30.0,3.34,36.0,57.0,2.55
Brok Weaver,Roosevelt Roberts,0,0,14,40,0,1,0,3,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",WIN,Roosevelt Roberts,SUBRear,SUBRear Naked Choke,2,3:26,Lightweight,0.0,0.0,0.0,0.0,0.0,185.42,Southpaw,1991-12-05,4.78,64.0,4.35,46.0,0.41,10.0,66.0,4.78,185.42,Orthodox,1994-02-11,2.84,43.0,3.1,52.0,1.18,26.0,50.0,2.84
Hannah Cifers,Mackenzie Dern,0,0,7,5,0,0,0,1,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",WIN,Mackenzie Dern,SUBKneebar,SUBKneebar,1,2:36,Women's Strawweight,0.0,0.0,1.0,0.0,0.0,157.48,Orthodox,1992-06-26,4.99,44.0,5.39,52.0,0.26,100.0,64.0,4.99,160.02,Orthodox,1993-03-24,3.47,41.0,3.93,51.0,0.93,18.0,37.0,3.47
Katlyn Cerminara,Antonina Shevchenko,0,0,73,25,3,0,4,0,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",WIN,Katlyn Cerminara,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0,172.72,Orthodox,1988-12-28,4.58,34.0,4.48,62.0,0.31,15.0,50.0,4.58,170.18,Southpaw,1984-11-20,3.86,55.0,2.93,52.0,0.43,42.0,53.0,3.86
Daniel Rodriguez,Gabe Green,0,0,175,127,1,0,0,0,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",WIN,Daniel Rodriguez,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0,187.96,Southpaw,1986-12-31,7.2,49.0,5.4,57.0,0.51,50.0,64.0,7.2,185.42,Switch,1993-05-02,5.6,45.0,6.19,47.0,0.71,50.0,50.0,5.6
Jamahal Hill,Klidson Abreu,2,0,14,5,0,0,0,0,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",NCNC,Jamahal Hill,OverturnedKnee,OverturnedKnee,1,1:51,Light Heavyweight,0.0,0.0,0.0,0.0,0.0,200.66,Southpaw,1991-05-19,6.19,51.0,4.03,44.0,0.0,0.0,73.0,6.19,187.96,Orthodox,1992-12-24,2.05,40.0,2.9,55.0,0.64,20.0,80.0,2.05
Brandon Royval,Tim Elliott,0,0,16,17,1,4,2,0,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",WIN,Brandon Royval,SUBArm,SUBArm Triangle,2,3:18,Flyweight,0.0,1.0,0.0,0.0,0.0,172.72,Southpaw,1992-08-16,5.55,41.0,4.23,43.0,0.67,75.0,45.0,5.55,167.64,Southpaw,1986-12-24,3.37,44.0,2.65,57.0,3.71,47.0,59.0,3.37
Casey Kenney,Louis Smolka,0,0,32,18,0,0,1,0,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",WIN,Casey Kenney,SUBGuillotine,SUBGuillotine Choke,1,3:03,Bantamweight,0.0,0.0,0.0,0.0,0.0,172.72,Southpaw,1991-03-20,4.85,42.0,4.67,58.0,1.09,35.0,61.0,4.85,172.72,Orthodox,1991-07-16,4.67,47.0,4.11,53.0,1.69,35.0,32.0,4.67
Vince Morales,Chris Gutierrez,0,2,8,60,0,0,0,0,UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",WIN,Chris Gutierrez,KO/TKOKick,KO/TKOKick,2,4:27,Featherweight,0.0,0.0,0.0,0.0,0.0,177.8,Orthodox,1990-11-12,3.57,37.0,4.0,53.0,0.59,40.0,58.0,3.57,170.18,Orthodox,1991-04-22,4.4,57.0,2.65,63.0,0.3,30.0,67.0,4.4
Alistair Overeem,Walt Harris,1,1,68,25,1,0,0,0,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Alistair Overeem,KO/TKOPunches,KO/TKOPunches,2,3:00,Heavyweight,0.0,0.0,0.0,0.0,0.0,203.2,Orthodox,1980-05-17,3.67,64.0,2.44,57.0,1.42,55.0,73.0,3.67,195.58,Southpaw,1983-06-10,3.05,39.0,3.33,54.0,0.29,28.0,70.0,3.05
Angela Hill,Claudia Gadelha,1,0,90,84,0,1,0,0,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Claudia Gadelha,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0,162.56,Orthodox,1985-01-12,5.43,50.0,4.92,60.0,0.78,30.0,74.0,5.43,160.02,Orthodox,1988-12-07,3.31,41.0,4.57,57.0,3.03,42.0,58.0,3.31
Edson Barboza,Dan Ige,1,0,80,79,0,1,0,0,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Dan Ige,S-DEC,S-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0,190.5,Orthodox,1986-01-21,4.14,44.0,4.6,55.0,0.43,50.0,73.0,4.14,180.34,Orthodox,1991-08-06,3.64,45.0,3.56,56.0,0.89,25.0,56.0,3.64
Krzysztof Jotko,Eryk Anders,0,0,66,41,0,0,0,0,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Krzysztof Jotko,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0,195.58,Southpaw,1989-08-19,2.98,42.0,2.23,57.0,1.33,39.0,82.0,2.98,190.5,Southpaw,1987-04-21,3.51,48.0,4.09,50.0,1.75,24.0,80.0,3.51
Song Yadong,Marlon Vera,0,0,101,92,0,2,0,0,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Song Yadong,U-DEC,U-DEC,3,5:00,Featherweight,0.0,1.0,0.0,0.0,0.0,170.18,Orthodox,1997-12-02,4.58,43.0,4.0,55.0,0.61,38.0,73.0,4.58,177.8,Switch,1992-12-02,4.25,48.0,5.37,49.0,0.49,39.0,72.0,4.25
Miguel Baeza,Matt Brown,2,0,37,33,0,0,0,0,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Miguel Baeza,KO/TKOPunch,KO/TKOPunch,2,0:18,Welterweight,0.0,0.0,1.0,0.0,0.0,187.96,Orthodox,1992-08-23,4.09,49.0,5.92,46.0,0.36,22.0,54.0,4.09,190.5,Orthodox,1981-01-10,3.76,55.0,2.92,55.0,1.68,46.0,63.0,3.76
Kevin Holland,Anthony Hernandez,1,0,14,0,0,0,0,0,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Kevin Holland,KO/TKOKnees,KO/TKOKnees,1,0:39,Middleweight,0.0,0.0,0.0,0.0,0.0,205.74,Orthodox,1992-11-05,4.26,49.0,3.22,50.0,0.83,39.0,56.0,4.26,190.5,Orthodox,1993-10-18,4.59,62.0,2.53,49.0,6.46,48.0,68.0,4.59
Irwin Rivera,Giga Chikadze,0,1,34,61,0,1,0,0,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Giga Chikadze,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0,170.18,Southpaw,1989-02-14,3.36,44.0,5.07,57.0,1.0,16.0,70.0,3.36,187.96,Orthodox,1988-08-25,3.82,42.0,3.48,60.0,0.19,33.0,65.0,3.82
Darren Elkins,Nate Landwehr,0,0,121,118,1,0,0,0,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Nate Landwehr,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0,180.34,Orthodox,1984-05-16,3.4,38.0,3.34,51.0,2.87,34.0,56.0,3.4,182.88,Orthodox,1988-06-06,5.63,45.0,5.83,52.0,0.76,41.0,71.0,5.63
Mara Romero Borella,Cortney Casey,0,0,5,6,1,0,0,2,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Cortney Casey,SUBArmbar,SUBArmbar,1,3:36,Women's Flyweight,0.0,0.0,1.0,0.0,0.0,175.26,Orthodox,1986-06-03,2.54,37.0,2.48,71.0,1.83,44.0,66.0,2.54,170.18,Orthodox,1987-05-05,4.29,39.0,4.0,55.0,0.39,31.0,39.0,4.29
Rodrigo Nascimento,Don'Tale Mayes,0,0,32,27,2,0,1,0,UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",WIN,Rodrigo Nascimento,SUBRear,SUBRear Naked Choke,2,2:05,Heavyweight,0.0,0.0,0.0,0.0,0.0,203.2,Orthodox,1992-11-26,3.71,47.0,4.34,44.0,1.02,37.0,60.0,3.71,205.74,Orthodox,1992-01-16,3.22,43.0,3.61,46.0,0.59,38.0,46.0,3.22
Anthony Smith,Glover Teixeira,0,1,86,138,1,1,0,0,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",WIN,Glover Teixeira,KO/TKOPunches,KO/TKOPunches,5,1:04,Light Heavyweight,0.0,0.0,1.0,0.0,0.0,193.04,Orthodox,1988-07-26,3.19,49.0,5.04,44.0,0.44,22.0,50.0,3.19,193.04,Orthodox,1979-10-28,3.73,49.0,4.43,51.0,2.11,33.0,60.0,3.73
Ovince Saint Preux,Ben Rothwell,1,0,42,56,0,1,0,0,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",WIN,Ben Rothwell,S-DEC,S-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0,203.2,Southpaw,1983-04-08,3.03,47.0,3.33,47.0,1.09,36.0,67.0,3.03,198.12,Orthodox,1981-10-17,3.71,42.0,4.63,47.0,0.68,34.0,70.0,3.71
Alexander Hernandez,Drew Dober,0,0,34,61,3,0,0,0,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",WIN,Drew Dober,KO/TKOPunches,KO/TKOPunches,2,4:25,Lightweight,0.0,0.0,1.0,0.0,0.0,182.88,Orthodox,1992-10-01,4.31,40.0,4.5,59.0,1.14,36.0,73.0,4.31,177.8,Southpaw,1988-10-19,4.52,41.0,4.34,52.0,0.63,16.0,58.0,4.52
Ray Borg,Ricky Simon,0,0,47,67,0,7,0,0,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",WIN,Ricky Simon,S-DEC,S-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0,160.02,Orthodox,1993-08-04,1.52,52.0,1.93,48.0,3.89,50.0,46.0,1.52,175.26,Orthodox,1992-08-31,2.93,44.0,3.72,61.0,5.01,43.0,75.0,2.93
Philipe Lins,Andrei Arlovski,0,0,41,50,0,0,0,0,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",WIN,Andrei Arlovski,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0,198.12,Orthodox,1985-08-17,3.8,49.0,3.59,46.0,1.65,33.0,100.0,3.8,195.58,Orthodox,1979-02-04,3.82,45.0,3.22,57.0,0.37,35.0,76.0,3.82
Thiago Moises,Michael Johnson,0,0,1,27,0,0,1,0,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",WIN,Thiago Moises,SUBAnkle,SUBAnkle Lock,2,0:25,Lightweight,0.0,0.0,0.0,0.0,0.0,177.8,Orthodox,1995-03-23,2.48,42.0,4.08,53.0,1.31,35.0,52.0,2.48,185.42,Southpaw,1986-06-04,4.28,39.0,3.79,58.0,0.58,38.0,81.0,4.28
Sijara Eubanks,Sarah Moras,0,0,85,44,2,0,0,0,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",WIN,Sijara Eubanks,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0,170.18,Orthodox,1985-04-27,4.3,43.0,3.43,57.0,1.9,44.0,66.0,4.3,170.18,Orthodox,1988-04-30,2.28,34.0,3.58,50.0,0.67,21.0,33.0,2.28
Gabriel Benitez,Omar Morales,0,0,50,63,0,0,0,0,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",WIN,Omar Morales,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0,180.34,Southpaw,1988-06-15,5.26,41.0,4.49,63.0,0.22,50.0,55.0,5.26,185.42,Orthodox,1985-10-17,3.42,40.0,3.18,58.0,0.46,100.0,63.0,3.42
Brian Kelleher,Hunter Azure,1,0,29,62,0,0,0,0,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",WIN,Brian Kelleher,KO/TKOPunch,KO/TKOPunch,2,3:40,Featherweight,0.0,1.0,0.0,0.0,0.0,167.64,Switch,1986-08-19,3.31,41.0,4.59,54.0,1.68,41.0,60.0,3.31,175.26,Orthodox,1992-03-02,3.92,53.0,2.08,58.0,1.97,34.0,67.0,3.92
Ike Villanueva,Chase Sherman,0,1,16,51,0,0,0,0,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",WIN,Chase Sherman,KO/TKOElbow,KO/TKOElbow,2,0:49,Heavyweight,0.0,0.0,0.0,0.0,0.0,185.42,Orthodox,1984-04-04,3.66,38.0,7.24,36.0,0.6,50.0,100.0,3.66,198.12,Orthodox,1989-11-16,6.04,45.0,6.65,52.0,0.09,50.0,74.0,6.04
Justin Gaethje,Tony Ferguson,0,0,143,136,0,0,0,0,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Justin Gaethje,KO/TKOPunch,KO/TKOPunch,5,3:39,Lightweight,1.0,1.0,1.0,0.0,0.0,177.8,Orthodox,1988-11-14,6.59,58.0,7.18,51.0,0.1,14.0,68.0,6.59,193.04,Orthodox,1984-02-12,4.91,45.0,4.37,55.0,0.39,35.0,66.0,4.91
Henry Cejudo,Dominick Cruz,1,0,53,33,1,0,0,0,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Henry Cejudo,KO/TKOKnee,KO/TKOKnee,2,4:58,Bantamweight,1.0,0.0,0.0,0.0,0.0,162.56,Orthodox,1987-02-09,3.82,47.0,3.46,59.0,1.84,31.0,76.0,3.82,172.72,Orthodox,1985-03-09,3.91,33.0,2.61,70.0,2.82,42.0,83.0,3.91
Francis Ngannou,Jairzinho Rozenstruik,1,0,6,5,0,0,0,0,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Francis Ngannou,KO/TKOPunch,KO/TKOPunch,1,0:20,Heavyweight,0.0,0.0,1.0,0.0,0.0,210.82,Orthodox,1986-09-05,2.33,41.0,2.16,41.0,0.76,62.0,71.0,2.33,198.12,Orthodox,1988-03-17,3.48,48.0,2.63,52.0,0.0,0.0,72.0,3.48
Jeremy Stephens,Calvin Kattar,0,1,57,52,0,0,0,0,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Calvin Kattar,KO/TKOElbow,KO/TKOElbow,2,2:49,Featherweight,0.0,0.0,0.0,0.0,0.0,180.34,Orthodox,1986-05-25,3.15,40.0,3.14,58.0,1.11,38.0,62.0,3.15,182.88,Orthodox,1988-03-26,4.41,37.0,6.55,54.0,0.34,29.0,77.0,4.41
Yorgan De Castro,Greg Hardy,0,0,24,55,0,0,0,0,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Greg Hardy,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0,187.96,Orthodox,1986-12-19,2.46,43.0,3.85,53.0,0.0,0.0,77.0,2.46,203.2,Orthodox,1988-07-28,4.79,50.0,3.31,55.0,0.2,33.0,64.0,4.79
Donald Cerrone,Anthony Pettis,0,0,62,63,2,0,0,0,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Anthony Pettis,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0,185.42,Orthodox,1983-03-29,4.41,46.0,4.48,53.0,1.16,33.0,73.0,4.41,182.88,Orthodox,1987-01-27,3.05,47.0,3.44,54.0,0.61,50.0,60.0,3.05
Fabricio Werdum,Aleksei Oleinik,0,0,53,94,3,0,1,0,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Aleksei Oleinik,S-DEC,S-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0,195.58,Orthodox,1977-07-30,3.59,52.0,2.64,55.0,1.75,31.0,31.0,3.59,203.2,Orthodox,1977-06-20,3.29,48.0,3.8,44.0,1.82,46.0,37.0,3.29
Michelle Waterson-Gomez,Carla Esparza,0,0,44,45,0,1,0,0,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Carla Esparza,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0,157.48,Orthodox,1986-01-06,3.42,46.0,4.25,48.0,1.39,33.0,69.0,3.42,160.02,Orthodox,1987-10-10,2.19,39.0,2.87,54.0,3.28,36.0,47.0,2.19
Vicente Luque,Niko Price,1,0,130,129,0,1,0,0,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Vicente Luque,KO/TKOPunches,KO/TKOPunches,3,3:37,Welterweight,0.0,0.0,0.0,0.0,0.0,190.5,Orthodox,1991-11-27,4.83,51.0,5.3,51.0,0.9,48.0,60.0,4.83,193.04,Orthodox,1989-09-29,5.13,43.0,5.55,48.0,0.98,28.0,50.0,5.13
Charles Rosa,Bryce Mitchell,0,0,5,40,0,3,0,5,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Bryce Mitchell,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0,175.26,Switch,1986-08-24,3.08,36.0,3.86,47.0,1.67,35.0,38.0,3.08,177.8,Southpaw,1994-10-04,2.27,59.0,1.6,58.0,3.24,36.0,33.0,2.27
Sam Alvey,Ryan Spann,0,0,57,51,0,2,0,1,UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",WIN,Ryan Spann,S-DEC,S-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0,190.5,Southpaw,1986-05-06,3.28,44.0,3.63,52.0,0.06,14.0,82.0,3.28,200.66,Orthodox,1991-08-24,3.19,39.0,4.14,43.0,1.3,34.0,52.0,3.19
Kevin Lee,Charles Oliveira,0,0,41,43,2,0,0,2,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,Charles Oliveira,SUBGuillotine,SUBGuillotine Choke,3,0:28,Lightweight,0.0,0.0,1.0,0.0,0.0,195.58,Orthodox,1992-09-04,3.88,42.0,3.6,50.0,3.18,43.0,75.0,3.88,187.96,Orthodox,1989-10-17,3.35,54.0,3.24,49.0,2.22,40.0,54.0,3.35
Gilbert Burns,Demian Maia,1,0,13,4,0,2,0,0,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,Gilbert Burns,KO/TKOPunch,KO/TKOPunch,1,2:34,Welterweight,0.0,0.0,1.0,0.0,0.0,180.34,Orthodox,1986-07-20,3.15,48.0,3.64,52.0,2.12,37.0,53.0,3.15,182.88,Southpaw,1977-11-06,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.8
Renato Moicano,Damir Hadzovic,0,0,1,1,1,0,1,0,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,Renato Moicano,SUBRear,SUBRear Naked Choke,1,0:44,Lightweight,0.0,0.0,0.0,0.0,0.0,182.88,Orthodox,1989-05-21,4.17,48.0,3.57,59.0,1.67,41.0,62.0,4.17,177.8,Orthodox,1986-08-08,3.34,47.0,3.74,59.0,0.91,54.0,34.0,3.34
Johnny Walker,Nikita Krylov,0,0,37,45,0,3,0,0,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,Nikita Krylov,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0,208.28,Orthodox,1992-03-30,4.06,55.0,3.09,45.0,0.42,60.0,57.0,4.06,195.58,Orthodox,1992-03-07,4.31,54.0,2.58,44.0,2.17,38.0,53.0,4.31
John Makdessi,Francisco Trinaldo,0,0,67,55,0,0,0,0,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,Francisco Trinaldo,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0,172.72,Orthodox,1985-05-03,5.52,49.0,4.15,68.0,0.0,0.0,86.0,5.52,177.8,Southpaw,1978-08-24,3.13,45.0,2.67,60.0,0.98,42.0,60.0,3.13
Brandon Moreno,Jussier Formiga,0,0,33,15,0,1,0,1,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,Brandon Moreno,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0,177.8,Orthodox,1993-12-07,3.96,44.0,3.62,60.0,1.51,44.0,64.0,3.96,170.18,Orthodox,1985-04-14,1.42,39.0,2.34,64.0,1.82,35.0,87.0,1.42
Amanda Ribas,Randa Markos,0,0,85,36,1,1,2,0,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,Amanda Ribas,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0,167.64,Orthodox,1993-08-26,4.26,39.0,3.29,60.0,2.05,52.0,82.0,4.26,160.02,Orthodox,1985-08-10,2.97,43.0,3.1,58.0,1.12,28.0,52.0,2.97
Elizeu Zaleski dos Santos,Aleksei Kunchenko,0,0,62,57,2,0,0,0,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,Elizeu Zaleski dos Santos,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0,185.42,Orthodox,1986-12-11,4.16,41.0,3.56,55.0,0.79,20.0,67.0,4.16,177.8,Orthodox,1984-05-02,3.67,44.0,2.83,63.0,0.25,33.0,80.0,3.67
Rani Yahya,Enrique Barzola,0,0,24,57,2,1,0,1,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",DRAWDRAW,Rani Yahya,M-DEC,M-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0,170.18,Orthodox,1984-09-12,1.71,38.0,2.08,50.0,2.73,30.0,29.0,1.71,177.8,Orthodox,1989-04-28,3.91,41.0,2.97,68.0,4.2,45.0,66.0,3.91
Mayra Bueno Silva,Maryna Moroz,0,0,88,139,0,2,0,0,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,Maryna Moroz,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,1.0,0.0,0.0,0.0,167.64,Orthodox,1991-08-22,3.83,58.0,4.85,51.0,0.57,29.0,63.0,3.83,170.18,Orthodox,1991-09-08,4.42,33.0,4.89,51.0,0.7,24.0,42.0,4.42
David Dvorak,Bruno Silva,0,0,67,45,0,3,0,0,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,David Dvorak,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0,172.72,Orthodox,1992-06-05,3.48,43.0,3.29,59.0,0.58,30.0,70.0,3.48,187.96,Orthodox,1989-07-13,3.86,48.0,5.35,41.0,0.77,22.0,74.0,3.86
Veronica Hardy,Bea Malecki,0,0,93,130,0,0,0,0,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",WIN,Bea Malecki,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0,162.56,Southpaw,1995-10-30,3.06,45.0,3.24,50.0,0.82,41.0,51.0,3.06,187.96,Orthodox,1991-08-23,6.84,46.0,6.96,62.0,0.0,0.0,78.0,6.84
Yoel Romero,Israel Adesanya,0,0,40,48,0,0,0,0,UFC 248: Adesanya vs. Romero,"March 07, 2020","Las Vegas, Nevada, USA",WIN,Israel Adesanya,U-DEC,U-DEC,5,5:00,Middleweight,1.0,0.0,0.0,0.0,0.0,185.42,Southpaw,1977-04-30,3.44,49.0,3.05,60.0,1.57,30.0,78.0,3.44,203.2,Switch,1989-07-22,4.02,48.0,3.2,55.0,0.05,11.0,76.0,4.02
